maize,soybean,hay,pkc,protein,fiber,energy,breed,age,weight,milk_yield,weight_gain,cost
21,10,28,41,15.41,13.74,89.24,Friesian,4,656,29.6,4.32,337.94
37,15,23,25,20.35,18.66,54.25,Holstein,4,383,31.83,3.3,415.51
23,16,18,43,19.7,14.44,87.79,White Fulani,3,351,33.69,4.32,362.81
52,28,18,2,20.28,13.08,88.05,Jersey,9,701,37.75,4.83,493.09
56,10,15,19,24.81,16.25,63.18,Friesian,7,680,38.33,4.23,408.77
49,31,10,10,23.4,14.41,78.82,Bunaji,5,349,40.38,4.3,548.3
58,21,26,0,12.47,9.65,65.88,Friesian,3,526,30.66,3.73,439.92
24,21,22,33,18.43,11.27,75.7,White Fulani,9,307,33.35,3.67,431.47
57,28,22,0,21.79,17.61,72.77,Holstein,1,290,42.26,4.32,547.94
43,19,30,8,14.33,10.25,54.65,Friesian,5,546,29.98,3.57,441.93
22,26,26,26,15.0,16.73,85.73,White Fulani,2,463,30.12,3.4,487.9
48,23,18,11,18.7,18.49,52.85,White Fulani,6,436,32.34,3.46,454.84
32,22,25,21,13.47,18.02,85.93,White Fulani,6,758,28.95,3.44,464.22
52,27,22,0,16.3,14.2,70.36,Jersey,5,477,30.07,3.82,530.42
36,13,28,23,21.49,14.9,56.85,Jersey,4,586,32.27,3.69,372.59
37,23,31,9,12.35,12.13,52.68,Friesian,5,327,25.82,2.98,453.41
20,27,35,18,16.09,15.03,74.07,Friesian,5,614,29.14,3.42,460.71
42,20,31,7,12.42,14.95,65.57,Friesian,4,349,28.17,3.52,432.62
52,33,18,0,16.09,9.74,77.4,Holstein,5,525,37.11,4.02,545.84
30,12,23,35,24.88,10.0,50.09,Holstein,5,614,35.67,3.33,367.88
34,13,29,24,12.01,8.03,89.37,Friesian,2,577,27.77,4.26,383.67
41,21,27,11,24.39,17.43,50.35,Bunaji,1,525,34.9,3.53,432.14
51,30,34,0,20.27,20.0,81.76,Jersey,3,332,39.31,4.27,550.8
53,27,21,0,14.36,17.35,70.79,Jersey,7,748,30.62,3.79,526.79
22,31,35,12,19.75,19.76,68.21,White Fulani,4,278,33.72,3.63,508.75
52,33,11,4,21.93,16.59,78.04,Friesian,1,278,43.1,4.12,506.81
22,12,29,37,16.54,9.49,67.96,Holstein,9,784,26.63,3.37,381.39
54,27,19,0,14.49,10.73,76.54,White Fulani,7,782,34.35,4.15,514.87
52,31,27,0,19.48,8.12,60.4,Jersey,8,552,36.73,3.88,576.48
28,19,28,25,18.53,19.34,65.02,Friesian,7,573,33.5,3.5,417.5
55,16,37,0,17.96,14.61,71.41,Jersey,1,382,33.69,4.28,444.79
42,19,17,22,21.8,16.55,63.3,Bunaji,8,777,32.97,3.95,462.3
22,26,12,40,24.04,16.68,52.15,White Fulani,6,558,34.32,3.18,482.25
37,24,19,20,23.53,11.03,56.14,Friesian,7,355,36.88,3.83,456.68
50,16,17,17,14.48,18.11,63.65,Bunaji,5,452,27.64,3.91,469.64
53,10,38,0,24.98,8.68,79.12,Bunaji,9,469,38.94,4.5,351.81
25,19,22,34,22.34,14.4,68.2,Holstein,6,346,36.17,3.6,403.2
59,11,24,6,21.35,17.14,89.08,Friesian,3,587,37.87,4.84,419.21
25,13,39,23,16.52,15.26,65.2,Holstein,6,282,26.99,2.92,370.82
59,14,39,0,22.23,8.79,81.51,Bunaji,4,743,37.15,4.79,460.5
56,14,37,0,19.44,11.08,53.23,Friesian,2,455,31.19,3.67,425.32
41,22,12,25,23.23,12.77,85.65,Friesian,6,497,38.36,4.74,476.34
27,26,13,34,18.46,12.51,76.31,Friesian,6,643,33.05,3.78,493.36
22,28,39,11,19.36,19.22,73.21,Friesian,5,641,31.67,3.74,455.8
28,15,29,28,16.69,19.44,63.19,Holstein,6,435,29.1,3.26,403.06
52,20,19,9,13.57,16.59,77.23,Jersey,9,282,28.51,3.95,440.1
47,25,10,18,22.05,17.78,56.46,Friesian,4,566,34.49,3.71,461.16
57,20,35,0,16.48,15.84,77.58,White Fulani,5,375,33.35,4.48,485.99
29,16,37,18,13.69,17.48,81.4,Friesian,7,315,27.61,3.89,377.79
28,30,17,25,24.55,17.3,88.15,Holstein,4,692,40.82,4.48,445.34
37,26,18,19,12.32,16.0,72.21,Friesian,5,756,29.41,3.61,470.42
57,28,30,0,16.95,18.36,69.86,Jersey,1,784,33.98,4.22,521.3
40,13,38,9,14.31,18.38,70.88,Bunaji,1,414,28.26,3.51,343.61
55,29,18,0,17.31,10.2,60.19,Holstein,7,273,34.84,3.68,488.53
23,34,38,5,18.07,15.68,80.22,Friesian,5,649,34.66,3.72,496.42
20,23,38,19,21.45,16.37,79.71,Friesian,5,720,35.68,3.7,423.58
26,23,36,15,23.42,11.79,51.7,Friesian,7,526,34.01,3.11,439.68
28,33,24,15,15.05,10.64,88.8,Bunaji,8,266,35.17,3.98,516.64
28,26,35,11,22.98,17.31,78.01,Friesian,3,343,39.51,4.04,458.89
24,29,37,10,19.19,14.76,70.97,Jersey,9,291,32.3,3.81,464.01
35,34,14,17,24.18,8.92,55.53,Holstein,7,340,39.5,3.63,524.62
33,25,24,18,15.8,18.81,74.67,Holstein,2,432,32.28,3.71,450.1
38,30,37,0,18.94,15.18,57.54,Friesian,5,761,31.56,3.94,535.88
45,10,14,31,12.26,11.27,79.53,Bunaji,5,478,26.98,3.72,396.72
56,17,17,10,16.25,14.32,84.6,Holstein,7,708,34.09,4.33,437.93
55,24,27,0,15.07,14.03,74.14,White Fulani,8,545,33.34,4.05,470.3
45,29,11,15,20.02,18.16,77.54,Bunaji,9,654,38.5,4.14,509.25
47,17,36,0,24.45,11.88,76.58,Bunaji,2,596,38.25,4.54,399.84
47,33,13,7,19.98,12.9,62.6,Friesian,1,527,37.11,3.79,559.7
55,26,15,4,19.19,9.46,63.46,Holstein,3,451,34.85,4.1,467.2
25,32,25,18,14.69,10.73,81.38,Holstein,5,541,28.63,3.51,552.75
57,14,14,15,17.57,10.59,81.43,Holstein,7,676,36.94,4.39,415.42
29,28,37,6,13.97,17.65,71.26,Holstein,1,646,28.84,3.26,464.7
55,22,29,0,12.22,10.62,51.91,Bunaji,9,417,26.07,3.19,469.53
45,34,13,8,21.5,11.58,86.12,Bunaji,4,700,42.19,4.55,530.03
54,18,22,6,14.86,19.16,79.71,Friesian,3,260,33.5,4.43,436.03
40,24,22,14,22.52,8.5,84.17,Jersey,7,478,38.72,4.59,461.59
27,10,18,45,24.45,19.96,65.85,Friesian,2,690,33.57,4.03,368.15
54,19,34,0,19.65,9.03,85.14,Holstein,2,590,37.17,4.61,453.96
52,21,16,11,16.63,14.63,52.04,Bunaji,3,533,30.03,3.53,484.22
21,27,19,33,14.78,11.05,66.26,Jersey,5,472,29.15,2.96,475.11
38,24,25,13,18.65,16.55,63.82,Bunaji,2,299,31.59,3.62,476.4
53,18,12,17,24.25,11.91,73.44,White Fulani,8,608,39.64,4.47,460.93
49,10,23,18,14.37,12.71,68.73,Friesian,4,300,28.69,3.4,394.27
55,30,29,0,22.11,12.89,53.92,Friesian,5,515,37.98,3.99,556.69
57,23,10,10,18.89,8.15,53.98,Friesian,6,671,32.84,3.72,507.76
45,10,36,9,15.37,9.42,85.43,Bunaji,3,767,33.23,4.45,345.91
47,19,13,21,16.97,11.9,50.85,Friesian,4,647,30.5,2.91,436.65
49,21,22,8,19.28,17.4,88.52,Bunaji,3,768,38.1,5.05,447.73
43,29,29,0,15.19,9.38,53.92,White Fulani,3,264,26.8,3.38,454.86
25,27,23,25,21.08,17.48,87.64,Bunaji,1,662,38.08,4.09,476.39
45,29,22,4,16.41,13.0,82.35,White Fulani,8,263,35.65,4.32,440.42
32,10,16,42,22.76,17.91,59.95,Bunaji,4,684,32.71,2.99,382.96
55,29,34,0,12.53,19.02,78.65,Jersey,4,530,33.87,4.28,522.07
54,31,12,3,22.23,9.33,64.47,Jersey,3,446,39.13,4.42,523.83
32,29,39,0,14.9,13.93,64.8,Holstein,6,354,29.32,3.7,451.08
45,33,36,0,17.76,10.49,74.31,Holstein,4,581,35.03,3.82,534.76
30,30,20,20,24.06,15.12,59.79,Bunaji,8,284,36.19,3.7,514.45
58,27,35,0,21.09,14.4,85.42,Holstein,5,570,38.1,5.23,529.79
21,21,31,27,16.18,19.56,88.79,White Fulani,7,682,32.82,4.1,385.39
58,19,30,0,15.02,16.88,84.22,White Fulani,6,489,32.91,4.98,438.77
30,20,25,25,12.0,13.52,55.76,White Fulani,2,501,23.28,2.58,415.69
47,11,28,14,14.0,14.28,68.86,Friesian,2,258,27.42,3.52,388.68
36,19,33,12,19.46,15.07,64.45,Friesian,1,309,33.94,3.53,425.28
25,33,38,4,15.22,18.14,65.85,White Fulani,5,724,30.34,3.34,471.95
58,10,10,22,22.18,17.84,52.95,Jersey,8,658,31.54,3.86,390.76
44,34,26,0,23.19,15.67,56.07,Bunaji,6,640,38.42,3.87,520.56
52,23,24,1,19.93,17.87,54.74,Holstein,2,604,33.47,3.89,464.51
30,12,28,30,23.68,18.77,64.33,Bunaji,4,358,32.35,3.97,362.35
31,11,28,30,15.06,15.76,61.73,Jersey,2,610,26.44,3.25,357.1
49,10,38,3,20.96,11.27,89.97,Jersey,2,274,36.26,4.72,355.13
41,32,10,17,12.2,18.06,77.17,Bunaji,6,614,31.23,3.66,533.51
20,22,25,33,23.18,8.75,70.34,Bunaji,2,423,34.75,3.89,420.49
44,19,10,27,13.59,11.45,86.17,White Fulani,6,352,27.18,3.98,449.89
29,31,27,13,24.53,10.78,82.08,White Fulani,3,756,43.21,4.45,489.03
42,18,36,4,24.03,13.28,55.1,Holstein,3,664,35.42,3.59,461.19
33,34,34,0,23.57,18.73,61.75,Jersey,7,799,37.7,3.85,535.35
53,19,14,14,15.47,15.94,72.28,Bunaji,8,575,29.48,4.0,427.22
23,23,16,38,17.43,12.72,65.02,Jersey,3,353,30.36,3.35,431.18
59,24,16,1,19.53,13.39,76.76,Jersey,3,418,37.67,4.22,513.2
36,12,13,39,18.0,19.4,58.08,Jersey,1,689,26.96,3.28,376.26
42,26,19,13,20.64,9.17,67.77,Friesian,1,280,35.36,3.71,477.62
31,14,10,45,24.9,15.06,60.75,Bunaji,8,430,33.89,3.91,386.65
37,25,10,28,17.14,19.73,71.96,Bunaji,6,294,31.35,3.93,514.86
55,33,37,0,15.32,18.8,84.88,White Fulani,9,549,33.48,4.57,560.88
54,13,28,5,15.86,12.81,66.89,Friesian,7,701,30.33,3.68,423.8
56,30,34,0,23.74,15.01,66.65,White Fulani,7,572,40.83,3.93,514.21
58,29,34,0,24.73,17.36,74.6,Bunaji,9,412,40.63,4.42,566.63
56,14,22,8,20.1,10.58,70.08,Bunaji,2,580,33.65,4.2,406.48
25,26,18,31,14.36,14.68,73.89,Friesian,6,693,30.0,3.41,443.59
35,14,18,33,12.79,16.39,55.04,Holstein,3,395,21.99,2.85,378.97
32,26,31,11,14.11,8.55,81.91,Jersey,8,611,31.12,3.7,463.52
40,15,21,24,18.43,10.7,72.03,White Fulani,7,322,32.35,3.89,415.96
52,24,39,0,13.2,8.94,53.24,White Fulani,2,576,26.32,3.01,462.31
45,29,19,7,24.66,12.13,77.33,White Fulani,4,391,40.23,4.37,498.15
48,21,12,19,20.09,19.96,85.8,Friesian,5,354,37.54,4.48,425.2
47,26,33,0,23.63,16.52,83.68,Jersey,5,539,37.89,4.21,498.07
49,27,38,0,20.91,18.26,82.15,White Fulani,6,251,39.09,4.44,553.77
50,25,34,0,17.64,10.39,54.9,Holstein,6,713,31.84,3.63,474.0
29,11,33,27,16.33,12.33,53.71,Holstein,8,795,24.81,3.3,379.05
36,13,32,19,16.25,17.05,84.65,Bunaji,7,566,30.18,4.1,374.03
52,25,34,0,19.33,10.99,70.61,Jersey,4,681,37.1,4.0,465.0
35,24,38,3,12.9,17.2,62.38,Bunaji,7,481,27.52,3.38,395.51
47,32,37,0,22.26,14.3,78.08,Bunaji,7,506,40.99,4.34,561.12
57,19,18,6,13.74,15.33,59.56,Jersey,8,294,28.85,4.03,469.17
52,18,12,18,22.77,8.41,69.49,Bunaji,9,405,36.37,4.11,475.03
49,32,14,5,15.3,19.59,80.84,Jersey,8,505,34.34,4.1,524.84
43,23,39,0,12.68,10.63,61.83,Holstein,6,754,26.74,3.68,468.4
25,18,29,28,17.35,18.62,77.86,Jersey,5,701,32.99,3.72,432.38
53,14,25,8,13.63,17.68,53.09,White Fulani,4,355,27.09,3.13,416.43
30,10,31,29,19.45,12.41,67.67,Friesian,2,371,30.18,3.73,373.21
34,15,26,25,24.55,19.17,78.53,Holstein,1,706,38.13,4.23,401.26
56,30,15,0,19.73,16.42,70.43,Friesian,9,771,38.68,4.26,525.87
36,16,38,10,23.87,13.29,68.07,Holstein,4,548,35.28,3.7,393.24
33,22,13,32,17.37,11.32,60.29,White Fulani,7,297,30.96,3.16,476.31
49,16,24,11,21.73,13.68,79.34,Friesian,3,511,36.12,4.68,417.22
58,15,10,17,22.68,12.25,56.03,White Fulani,5,665,32.72,4.13,433.18
42,15,27,16,17.62,13.3,74.86,White Fulani,7,398,32.91,4.02,398.85
42,17,29,12,14.7,19.53,88.36,Holstein,2,698,31.44,4.69,425.42
31,13,21,35,15.57,15.6,81.02,Bunaji,6,482,31.15,4.07,418.02
30,15,36,19,17.1,17.51,73.68,White Fulani,8,308,29.72,3.46,370.07
46,25,27,2,13.36,8.61,53.49,White Fulani,8,602,27.79,3.25,449.48
39,31,22,8,17.41,18.27,81.81,Holstein,3,755,37.11,4.16,490.72
38,12,28,22,13.7,13.62,81.69,Jersey,9,332,26.58,3.81,380.1
21,10,26,43,22.35,12.48,61.81,Holstein,8,642,32.95,3.5,342.5
56,19,27,0,16.78,17.75,61.39,White Fulani,3,441,32.09,3.77,441.59
32,19,23,26,17.8,15.35,53.92,Holstein,4,711,30.01,2.92,428.84
40,17,10,33,13.58,15.84,60.83,White Fulani,9,295,26.79,3.09,417.22
25,33,34,8,15.84,17.15,53.32,Friesian,3,652,28.21,2.54,493.5
20,31,30,19,14.0,18.62,66.95,Jersey,7,649,29.41,3.31,485.57
44,14,12,30,14.46,19.71,61.2,Friesian,6,645,23.0,3.28,385.54
20,28,14,38,14.62,12.51,59.35,Friesian,8,300,26.22,2.97,486.34
41,34,21,4,16.51,19.81,76.07,Jersey,2,639,33.86,4.2,513.22
43,26,21,10,14.48,13.66,67.62,Friesian,5,537,32.11,3.24,461.43
47,34,16,3,23.79,9.89,86.73,Bunaji,1,571,42.84,4.85,530.45
38,30,23,9,22.51,9.5,59.97,Friesian,8,355,32.86,3.61,507.83
36,29,17,18,14.05,15.36,65.55,White Fulani,5,445,28.97,3.52,496.8
47,32,12,9,18.26,13.74,57.42,Jersey,9,792,34.54,3.51,544.84
25,31,24,20,13.58,18.2,68.41,Holstein,9,338,26.84,3.26,451.66
27,20,32,21,13.38,16.7,69.32,White Fulani,7,269,26.04,3.68,386.5
38,22,31,9,17.56,18.03,51.2,Bunaji,8,758,26.98,2.89,461.38
53,18,30,0,15.06,10.12,54.91,Jersey,5,762,30.09,3.65,453.04
22,24,23,31,21.25,16.77,86.29,Friesian,7,396,35.49,3.89,470.68
48,11,14,27,20.75,15.62,84.76,Friesian,2,400,37.23,4.97,399.85
56,34,26,0,22.22,14.95,58.99,White Fulani,4,418,37.87,3.99,592.44
46,15,35,4,14.87,19.06,74.02,White Fulani,3,718,28.63,3.86,387.62
49,21,10,20,22.25,8.71,56.61,Jersey,7,763,35.62,3.8,470.03
47,18,20,15,15.27,19.27,58.54,White Fulani,5,453,28.48,3.22,450.11
43,26,18,13,16.52,10.45,75.0,White Fulani,1,675,35.72,3.65,496.63
35,10,30,25,17.85,19.15,80.06,Jersey,2,527,29.23,3.87,354.17
58,19,17,6,22.64,19.09,87.23,White Fulani,4,776,39.98,5.06,442.0
42,12,29,17,24.79,16.57,84.77,Jersey,9,352,41.1,4.84,373.23
33,29,23,15,13.57,16.61,86.23,Bunaji,9,737,34.72,4.07,470.5
27,32,37,4,14.29,10.9,66.43,White Fulani,7,269,30.3,3.13,502.75
27,26,13,34,15.22,17.82,65.68,White Fulani,5,652,30.3,3.17,479.92
46,11,22,21,20.03,15.85,88.81,White Fulani,1,676,36.59,4.12,391.41
59,25,36,0,21.86,12.62,70.07,Friesian,8,339,38.25,4.45,553.26
20,20,25,35,16.18,16.38,89.2,White Fulani,7,741,33.01,3.82,383.68
50,25,25,0,21.59,17.6,52.24,Jersey,7,359,34.56,3.8,505.62
38,22,23,17,21.03,18.87,68.92,Friesian,3,686,34.04,3.62,480.49
31,18,15,36,19.57,14.31,71.42,Friesian,1,488,33.3,3.5,451.68
30,28,14,28,19.31,12.48,69.33,White Fulani,8,378,31.73,3.44,495.31
26,24,18,32,16.41,12.31,71.89,Holstein,7,662,32.2,3.58,478.35
49,26,26,0,16.76,13.0,59.97,Friesian,1,326,34.02,3.76,489.71
52,10,39,0,23.32,13.24,53.81,Jersey,9,720,34.98,4.16,406.06
42,31,11,16,14.37,11.38,54.83,White Fulani,1,735,31.49,3.07,506.75
44,22,25,9,22.27,14.47,50.1,Jersey,5,403,33.75,3.52,424.82
26,34,35,5,23.77,18.48,70.8,Holstein,4,533,38.98,3.93,516.37
56,26,29,0,19.8,11.2,66.48,White Fulani,3,674,36.15,4.48,516.69
50,25,39,0,16.14,12.88,53.13,Jersey,1,433,31.95,3.72,489.86
31,15,35,19,20.36,8.56,77.94,Jersey,1,693,37.56,4.02,376.46
24,31,11,34,16.44,8.16,88.51,White Fulani,3,799,37.32,4.38,488.92
57,27,13,3,18.93,13.4,77.82,Bunaji,8,696,39.78,4.14,548.89
58,23,11,8,19.24,9.65,57.7,Bunaji,4,365,32.38,3.77,488.88
36,15,10,39,18.0,10.94,85.39,Holstein,8,696,35.19,4.26,396.79
45,32,11,12,22.65,19.86,65.98,Friesian,6,340,39.66,3.61,531.27
44,31,22,3,20.25,16.71,88.5,Friesian,9,674,40.0,4.32,508.72
58,30,31,0,18.04,11.13,52.54,White Fulani,8,261,32.35,3.65,569.8
33,11,17,39,20.33,12.26,64.45,White Fulani,3,265,30.86,3.6,407.16
31,26,30,13,21.89,16.74,86.88,White Fulani,5,418,37.42,4.27,452.58
54,13,38,0,14.69,8.44,73.18,White Fulani,2,450,29.65,3.93,425.46
40,24,23,13,14.06,9.28,70.43,Bunaji,2,333,29.18,3.45,472.82
49,16,15,20,22.52,17.61,84.55,Holstein,3,390,38.87,4.6,451.0
38,24,24,14,23.52,17.28,60.75,Jersey,2,758,35.29,3.86,453.42
39,24,28,9,14.74,15.15,50.53,Jersey,6,496,26.93,3.09,452.57
20,13,14,53,16.21,12.39,58.53,Bunaji,8,608,28.79,2.98,385.33
35,15,20,30,17.6,10.81,52.38,Holstein,3,687,28.51,3.37,416.49
55,18,24,3,17.19,12.4,70.41,White Fulani,8,516,31.34,4.04,444.19
23,12,21,44,17.5,12.82,55.73,Friesian,8,486,25.17,2.81,383.84
42,21,17,20,17.01,8.07,73.66,Bunaji,6,297,29.58,3.95,479.25
31,25,35,9,19.83,18.39,80.24,Bunaji,1,674,32.13,3.97,433.95
26,27,24,23,16.09,11.52,62.22,White Fulani,8,281,28.77,3.27,478.43
58,28,26,0,13.62,19.17,77.65,Bunaji,9,259,30.41,4.19,534.17
45,28,26,1,20.0,19.17,72.91,Jersey,4,287,36.67,3.67,475.93
46,32,32,0,23.73,18.42,55.51,White Fulani,1,358,39.53,3.57,555.56
45,10,13,32,24.71,13.74,87.44,Jersey,6,759,41.9,4.62,397.51
21,28,30,21,19.91,16.96,63.78,White Fulani,6,459,32.41,3.05,448.31
24,13,36,27,13.77,14.83,61.99,Friesian,7,457,23.82,3.39,353.37
42,25,23,10,23.1,13.72,58.95,Jersey,5,464,36.59,3.7,443.82
48,32,36,0,19.01,15.69,58.67,White Fulani,3,609,37.01,3.73,575.92
24,32,18,26,15.52,16.57,70.08,Bunaji,5,298,32.29,3.51,507.46
44,21,32,3,22.22,12.24,74.62,Bunaji,6,316,39.82,4.01,427.43
26,18,10,46,18.79,14.31,59.17,Holstein,9,618,29.78,3.18,458.62
45,11,38,6,17.97,11.08,74.22,White Fulani,6,479,31.67,4.1,387.82
34,11,20,35,21.0,10.33,78.64,Friesian,7,441,34.93,3.59,381.62
59,23,30,0,15.6,18.87,76.3,Holstein,7,652,34.15,3.95,491.62
46,21,21,12,20.53,11.8,80.43,Bunaji,2,683,36.44,4.24,436.6
48,12,17,23,22.76,11.89,82.5,Friesian,8,372,38.54,4.75,411.93
39,18,24,19,19.04,10.3,71.73,White Fulani,6,631,33.91,3.77,440.48
43,31,10,16,16.09,12.82,80.1,Bunaji,8,509,35.09,4.1,561.7
25,21,38,16,21.08,15.22,52.86,Holstein,6,360,31.75,3.21,419.41
34,28,37,1,20.17,17.8,61.59,Bunaji,1,301,31.77,3.62,447.88
46,30,37,0,17.31,8.22,63.27,Jersey,3,406,31.07,3.76,543.88
40,24,27,9,20.17,11.26,64.85,Holstein,9,504,32.01,3.6,450.19
35,23,21,21,16.97,12.13,54.67,Bunaji,6,593,30.0,3.19,451.58
39,33,26,2,21.77,15.84,77.89,Holstein,6,553,39.5,4.16,535.75
29,33,20,18,14.78,12.4,74.22,White Fulani,6,591,31.92,3.46,502.54
36,17,13,34,17.94,14.51,74.9,Jersey,1,339,30.25,3.57,450.24
23,27,11,39,12.77,13.94,60.32,Jersey,5,626,26.09,2.79,494.46
58,23,23,0,18.62,14.89,63.85,Bunaji,2,373,33.3,4.4,506.51
45,19,10,26,20.69,10.79,84.45,Holstein,5,464,37.02,4.64,459.14
33,20,10,37,18.82,19.37,86.91,Holstein,4,327,36.37,3.83,441.46
41,24,35,0,22.9,8.1,83.91,Holstein,3,339,37.87,4.98,407.59
23,34,11,32,22.62,10.85,82.17,Jersey,4,444,37.12,3.87,468.01
52,18,12,18,16.06,12.4,60.37,Bunaji,4,766,31.32,3.47,463.68
21,25,29,25,17.24,10.8,63.59,Holstein,8,662,30.66,3.27,443.73
53,29,10,8,21.65,8.79,87.7,Bunaji,9,348,39.05,4.76,486.75
41,18,17,24,16.61,17.44,73.41,Friesian,5,738,30.44,4.43,432.41
38,12,12,38,19.95,14.38,64.31,White Fulani,6,359,29.05,3.49,414.12
48,12,30,10,20.98,14.5,77.29,White Fulani,3,464,35.19,4.48,404.3
59,33,26,0,22.63,13.0,80.19,White Fulani,6,399,40.85,4.64,569.19
52,34,33,0,15.79,16.49,63.11,Holstein,5,354,33.51,3.91,587.42
42,14,30,14,19.86,14.11,70.83,White Fulani,7,623,32.42,4.28,383.37
43,10,10,37,15.66,11.16,58.37,Holstein,2,537,25.02,3.22,383.59
21,20,28,31,15.87,15.28,89.43,White Fulani,4,587,31.23,3.82,394.5
25,21,13,41,14.48,16.47,66.48,Jersey,7,701,24.15,3.36,439.9
36,28,26,10,14.31,16.41,57.38,Holstein,5,500,29.36,2.98,490.28
59,27,36,0,22.49,12.33,78.38,Holstein,9,576,41.27,4.76,546.04
52,20,21,7,20.59,11.21,79.93,Bunaji,4,445,37.47,4.5,484.07
48,33,13,6,19.32,16.52,75.24,White Fulani,6,382,35.29,3.99,534.42
53,11,27,9,20.83,13.18,88.05,Jersey,8,571,36.84,4.76,413.93
39,18,29,14,20.29,18.05,83.17,Jersey,5,479,37.7,4.15,438.59
37,32,29,2,14.54,12.95,66.29,Bunaji,2,601,32.72,3.63,495.14
58,18,13,11,15.53,15.03,80.4,Friesian,3,442,32.13,4.15,450.37
20,33,31,16,21.91,9.03,67.21,White Fulani,7,588,35.81,3.71,487.19
33,30,31,6,20.6,11.79,65.08,Friesian,9,439,34.88,3.49,472.71
21,29,32,18,20.83,17.53,89.98,Jersey,4,786,36.02,4.25,441.01
40,10,36,14,19.7,16.59,70.49,Holstein,5,489,29.86,3.58,380.24
50,27,36,0,22.39,9.85,65.09,Bunaji,1,566,38.24,3.98,504.58
57,22,38,0,15.7,11.31,69.61,Jersey,5,261,34.32,4.09,482.82
21,32,12,35,17.05,15.79,73.23,White Fulani,1,259,31.16,3.42,481.48
42,24,33,1,21.29,12.21,58.9,Bunaji,9,264,32.24,3.69,418.98
41,30,14,15,23.02,12.35,53.24,Friesian,4,306,35.29,3.49,474.42
43,28,12,17,20.81,12.54,69.96,Holstein,9,394,36.04,3.87,509.15
58,25,19,0,19.55,15.94,64.92,Bunaji,9,672,36.99,3.97,476.51
58,26,24,0,13.14,14.82,54.37,Bunaji,8,791,29.99,3.7,504.94
24,10,36,30,18.99,9.12,89.91,Jersey,5,732,31.2,3.92,337.51
30,30,35,5,20.64,8.98,61.16,Holstein,6,451,34.21,3.2,480.27
32,34,24,10,23.06,13.05,82.48,Holstein,2,328,40.56,4.54,504.93
48,32,10,10,19.31,13.0,74.49,Holstein,7,288,35.95,4.26,547.68
48,11,22,19,18.46,10.18,69.67,Holstein,9,619,30.98,3.94,400.88
46,31,13,10,13.97,15.62,86.05,Holstein,7,618,32.89,3.97,521.81
50,20,30,0,18.08,9.75,86.81,Jersey,1,597,34.16,4.58,475.21
37,29,29,5,17.02,15.99,70.76,Holstein,8,619,32.64,3.33,523.63
51,29,13,7,12.01,17.85,58.45,Jersey,6,710,28.44,3.27,514.47
33,26,36,5,19.36,16.94,64.66,Jersey,1,724,32.44,3.58,442.22
56,31,25,0,24.63,15.26,69.0,Holstein,1,443,39.52,4.83,548.39
30,17,34,19,21.26,15.44,80.77,Friesian,8,325,35.8,4.31,390.32
41,27,12,20,13.35,12.79,60.44,White Fulani,7,702,26.74,3.36,479.29
34,34,27,5,18.76,10.59,86.68,Holstein,6,715,37.65,4.37,530.0
41,22,17,20,24.66,10.3,51.52,White Fulani,1,329,32.25,3.88,512.02
55,21,24,0,24.53,17.25,54.59,Jersey,4,308,35.64,4.12,458.08
33,12,12,43,17.21,8.29,73.9,Friesian,7,266,28.04,3.88,401.86
26,13,37,24,13.14,17.38,85.87,Jersey,3,374,26.8,3.69,346.21
33,33,12,22,24.2,11.33,68.8,Friesian,6,436,40.4,4.26,519.58
41,23,18,18,20.68,9.38,61.52,Jersey,3,445,34.8,3.67,475.18
46,18,34,2,17.7,9.83,73.16,Bunaji,5,347,32.6,4.16,439.99
37,25,15,23,15.87,10.53,53.02,Bunaji,7,729,31.19,3.38,468.35
30,21,39,10,23.31,12.13,84.38,Bunaji,6,495,37.39,4.32,414.92
46,26,28,0,18.2,15.72,86.78,Friesian,7,295,37.59,4.17,450.71
33,21,34,12,19.01,17.89,84.14,Jersey,6,614,36.96,4.03,422.82
48,14,12,26,15.87,11.87,69.02,White Fulani,2,510,31.92,3.76,400.94
33,27,36,4,18.06,15.13,73.19,Friesian,2,333,35.62,3.59,432.24
32,14,30,24,19.58,11.97,54.36,Friesian,8,550,28.13,3.27,381.14
55,16,10,19,24.28,11.1,81.66,Friesian,2,741,37.44,4.6,435.83
39,15,29,17,15.11,16.26,65.5,Jersey,5,517,30.87,3.56,380.86
50,15,38,0,12.79,9.23,75.16,Friesian,3,506,30.79,3.96,391.21
44,16,13,27,16.29,11.78,68.29,Bunaji,4,311,29.51,3.55,458.34
25,18,39,18,12.63,12.47,79.59,White Fulani,3,283,25.26,3.63,361.24
32,10,10,48,20.62,18.2,84.88,Jersey,2,411,34.71,4.07,397.61
42,27,21,10,12.14,15.24,55.16,White Fulani,2,509,26.85,2.78,515.5
21,18,16,45,22.0,19.79,69.65,Jersey,3,552,32.14,3.85,395.15
37,19,36,8,16.15,12.26,79.45,Jersey,6,645,28.91,3.95,433.68
43,23,10,24,17.37,18.13,81.69,Jersey,2,446,33.09,4.18,512.05
53,17,39,0,18.82,17.84,64.55,Jersey,6,295,32.58,3.84,436.85
38,13,17,32,19.47,10.48,57.36,White Fulani,3,753,30.05,3.48,414.03
